dataset,target_family,target_key,target_column,target_label,unit,feature_set,validation_design,model_key,repeat_count,model_display_name,feature_set_display_name,validation_display_name,mae_mean,mae_sd,mae_ci_lower,mae_ci_upper,median_absolute_error_mean,median_absolute_error_sd,median_absolute_error_ci_lower,median_absolute_error_ci_upper,rmse_mean,rmse_sd,rmse_ci_lower,rmse_ci_upper,bias_mean,bias_sd,bias_ci_lower,bias_ci_upper,r2_mean,r2_sd,r2_ci_lower,r2_ci_upper,pearson_r_mean,pearson_r_sd,pearson_r_ci_lower,pearson_r_ci_upper,calibration_intercept_mean,calibration_intercept_sd,calibration_intercept_ci_lower,calibration_intercept_ci_upper,calibration_slope_mean,calibration_slope_sd,calibration_slope_ci_lower,calibration_slope_ci_upper,macro_publication_mae_mean,macro_publication_mae_sd,macro_publication_mae_ci_lower,macro_publication_mae_ci_upper,macro_publication_rmse_mean,macro_publication_rmse_sd,macro_publication_rmse_ci_lower,macro_publication_rmse_ci_upper,macro_publication_absolute_bias_mean,macro_publication_absolute_bias_sd,macro_publication_absolute_bias_ci_lower,macro_publication_absolute_bias_ci_upper,publication_mean_mae_mean,publication_mean_mae_sd,publication_mean_mae_ci_lower,publication_mean_mae_ci_upper,publication_mean_rmse_mean,publication_mean_rmse_sd,publication_mean_rmse_ci_lower,publication_mean_rmse_ci_upper,publication_mean_r2_mean,publication_mean_r2_sd,publication_mean_r2_ci_lower,publication_mean_r2_ci_upper,publication_mean_pearson_r_mean,publication_mean_pearson_r_sd,publication_mean_pearson_r_ci_lower,publication_mean_pearson_r_ci_upper,publication_count,macro_publication_mae_bootstrap_ci_lower,macro_publication_mae_bootstrap_ci_upper,macro_publication_rmse_bootstrap_ci_lower,macro_publication_rmse_bootstrap_ci_upper,baseline_mae_mean,baseline_rmse_mean,baseline_macro_publication_mae_mean,baseline_publication_mean_mae_mean,macro_mae_improvement_over_baseline,macro_mae_improvement_percent,row_mae_improvement_over_baseline,row_mae_improvement_percent
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,leave_one_publication_out,elastic_net,1,Elastic Net,Core physics,LOPO,13.620745331336733,,,,11.932328955562085,,,,17.25372143314668,,,,-0.21248104441531493,,,,-0.031242729953156356,,,,0.034495784735756194,,,,66.8914983665788,,,,0.16108098178539126,,,,13.01615905429834,,,,14.494350037049918,,,,10.246361452826251,,,,10.24636145282625,,,,12.578048297528825,,,,-0.1781938359530142,,,,-0.07270644427463582,,,,75,11.554670289919521,14.47591363883996,12.89362816726859,16.163575017043428,13.687738220541974,17.22525447680576,12.590561964402315,9.945139152083144,-0.4255970898960246,-3.380286686959076,0.06699288920524005,0.4894372475994608
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,leave_one_publication_out,random_forest,1,Random Forest,Core physics,LOPO,12.680496535319888,,,,10.33671563492063,,,,17.153325327839248,,,,1.6819822320931828,,,,-0.019276437873259944,,,,0.1281011689264214,,,,43.62294554798797,,,,0.44326788302042186,,,,11.865601481509602,,,,13.603341188384258,,,,9.587402924917363,,,,9.587402924917361,,,,12.196350263850182,,,,-0.10777103847345981,,,,0.09117891668446874,,,,75,10.27879481661033,13.55818601747618,11.772717308901852,15.589571651322238,13.687738220541974,17.22525447680576,12.590561964402315,9.945139152083144,0.7249604828927136,5.757967634347194,1.0072416852220858,7.358715289502398
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,leave_one_publication_out,rbf_svr,1,RBF-SVR,Core physics,LOPO,12.965900545654314,,,,10.21615980484765,,,,17.913734360093724,,,,4.5640293189260985,,,,-0.11164878000031031,,,,-0.064091599106322,,,,117.01294344478367,,,,-0.4429032280025149,,,,11.633662007782428,,,,13.426603694982134,,,,9.504827612934527,,,,9.504827612934525,,,,12.325954016506241,,,,-0.13143944847759848,,,,-0.1423647438004351,,,,75,9.974529485392644,13.383691008126254,11.492585690843708,15.490899702436389,13.687738220541974,17.22525447680576,12.590561964402315,9.945139152083144,0.9568999566198872,7.600136986143748,0.7218376748876594,5.273608124710891
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,leave_one_publication_out,ridge,1,Ridge regression,Core physics,LOPO,13.822324391305038,,,,11.546399911354484,,,,17.72206520146621,,,,-0.27429856450046325,,,,-0.08798772636779595,,,,0.05499883744252361,,,,67.43341763755149,,,,0.1543829211528208,,,,13.47459742556859,,,,15.025758184950849,,,,10.742589791563738,,,,10.742589791563736,,,,13.452084131290245,,,,-0.3476259954101921,,,,-0.047168020373308465,,,,75,11.855215959521036,15.190332678383951,13.2132046384071,16.93715403172802,13.687738220541974,17.22525447680576,12.590561964402315,9.945139152083144,-0.884035461166274,-7.021413846861917,-0.13458617076306467,-0.9832608470045364
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,elastic_net,5,Elastic Net,Core physics,Publication-grouped,14.262282219820628,0.389356581152723,13.778832170539589,14.745732269101667,12.199570255279355,0.14911294847917386,12.01442207548675,12.384718435071958,18.27409322889099,0.7351278347771412,17.36131146237073,19.18687499541125,-0.24747658904807945,0.6278180636834831,-1.02701567614586,0.5320624980497011,-0.15832090224508355,0.0954225898564512,-0.27680369668520294,-0.039838107804964176,-0.020739089226427122,0.03990107566174632,-0.07028281836522206,0.028804639912367813,84.13718803789193,8.123699178401981,74.05028323583268,94.22409283995118,-0.05651914639906275,0.10248563657157977,-0.18377187166298864,0.07073357886486314,13.498960980720742,0.31542129839702593,13.107313710234468,13.890608251207016,15.006460071596427,0.3297784266552548,14.596986071834316,15.415934071358539,10.833609327205014,0.336213804510086,10.41614475044572,11.251073903964308,10.833609327205014,0.3362138045100858,10.41614475044572,11.251073903964308,13.569812416681291,0.8279946263357053,12.541721298454066,14.597903534908516,-0.3754016511378925,0.17401086804865062,-0.5914646812900881,-0.1593386209856969,-0.09924624213299667,0.016949867689314696,-0.12029228261713598,-0.07820020164885735,75,11.989411711680026,15.088778539876975,13.353311441648426,16.820750871793294,13.682999964587172,17.20870998165301,12.61891512133597,9.99188047912831,-0.8800458593847722,-6.974021545614464,-0.5792822552334567,-4.233591001481335
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,random_forest,5,Random Forest,Core physics,Publication-grouped,13.28809094404206,0.16729598844448346,13.08036553814663,13.495816349937488,10.68932221780305,0.3988552778278781,10.194077978830611,11.184566456775487,17.63844396559098,0.20601137955304888,17.382647052379667,17.894240878802293,1.8694116530035614,0.23493593110182445,1.5777001654699454,2.1611231405371774,-0.07786226595680908,0.025291059574697787,-0.10926526410713798,-0.04645926780648017,0.012590439820176014,0.033739693416174686,-0.02930292280512075,0.054483802445472775,75.75551399929245,9.543578347479475,63.90559635119019,87.60543164739471,0.0481446905461027,0.11682993475730602,-0.09691883335453905,0.19320821444674446,12.358355241456257,0.32332628029686916,11.956892639538495,12.75981784337402,14.052335065313745,0.3268085065981155,13.646548708364127,14.458121422263362,10.156096555199467,0.3176843001302552,9.761639396933168,10.550553713465765,10.156096555199468,0.31768430013025617,9.76163939693317,10.550553713465767,12.645442010539549,0.42533697082882654,12.11731640675635,13.173567614322748,-0.19193110535992708,0.08018819569600318,-0.2914979010365724,-0.09236430968328173,-0.01605141390434776,0.06629342463860093,-0.09836557259573307,0.06626274478703754,75,10.905996813553621,13.905450400426586,12.329066266662895,15.937409065981948,13.682999964587172,17.20870998165301,12.61891512133597,9.99188047912831,0.26055987987971285,2.064835822844708,0.39490902054511245,2.886128930550116
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,rbf_svr,5,RBF-SVR,Core physics,Publication-grouped,13.066392899960647,0.13187815286836044,12.902644545394391,13.230141254526902,10.214763044973484,0.2018182801163088,9.964172552373661,10.465353537573307,17.91070648952453,0.2392353042267128,17.613656625166893,18.207756353882164,4.753951599231364,0.33652414074624654,4.336101689140293,5.171801509322435,-0.11143163062293841,0.02979135561546731,-0.1484224843483498,-0.07444077689752704,-0.06638091459632128,0.08269525991099111,-0.16906064164990214,0.03629881245725959,124.829038486063,53.217037947517035,58.751358375587444,190.90671859653855,-0.5336482849342044,0.6284063927106723,-1.3139178790041441,0.24662130913573532,11.672828399102093,0.12595161004219,11.516438819396905,11.82921797880728,13.481904939414912,0.12272334652992138,13.329523778289623,13.634286100540201,9.648641460804821,0.14985914541954312,9.462566755135791,9.834716166473852,9.648641460804821,0.14985914541954265,9.462566755135793,9.83471616647385,12.334117208571994,0.2022615217010237,12.082976358853923,12.585258058290066,-0.1331823254397096,0.037129560484783136,-0.179284763962794,-0.08707988691662519,-0.16068903414826757,0.06345146574091017,-0.2394744347920154,-0.08190363350451975,75,10.04848742502934,13.32428330630999,11.554431431546194,15.404172019758118,13.682999964587172,17.20870998165301,12.61891512133597,9.99188047912831,0.9460867222338774,7.4973697274042275,0.6166070646265247,4.506373355421757
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,ridge,5,Ridge regression,Core physics,Publication-grouped,14.916642439342786,0.5301005720723322,14.25843564357335,15.574849235112222,12.261395850216605,0.3436663206121922,11.834677752517292,12.688113947915918,19.672198500635208,1.663776422218418,17.60634721610633,21.738049785164087,-0.32076654739046667,0.7706904908623461,-1.2777051836522306,0.6361720888712974,-0.3482773281902457,0.2387879186472815,-0.6447716899805849,-0.05178296639990648,-0.028390252080758755,0.03628673702148747,-0.07344618705262752,0.01666568289111001,83.70086842830695,5.5214258433563375,76.84511273985952,90.55662411675438,-0.05091448379226835,0.06973204503454583,-0.13749825363278764,0.03566928604825093,14.186922104583465,0.5030469418331196,13.562306827502775,14.811537381664154,15.758339025346098,0.5356311345026815,15.093265129317079,16.423412921375117,11.638474183691184,0.5184450480108861,10.994739632529043,12.282208734853324,11.638474183691184,0.518445048010886,10.994739632529043,12.282208734853324,15.244438498080152,1.893767672313249,12.893015358406643,17.59586163775366,-0.7520318477884482,0.4643744935889861,-1.328628938161998,-0.17543475741489845,-0.09511738915462842,0.011722133932873711,-0.10967234084120044,-0.0805624374680564,75,12.385115990588604,16.037203948874563,13.874346069553305,17.77110647322139,13.682999964587172,17.20870998165301,12.61891512133597,9.99188047912831,-1.5680069832474945,-12.425846185432531,-1.233642474755614,-9.015877204914062
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,random_rowwise,elastic_net,5,Elastic Net,Core physics,Random row-wise,11.66166122361281,0.0525266729242837,11.596440744897302,11.726881702328319,9.063621731844608,0.17604704045683364,8.845030459719036,9.28221300397018,15.582783911388086,0.09816136569258452,15.46090047759309,15.704667345183083,0.0021412528247703954,0.16220930204673345,-0.19926819770041904,0.20355070334995984,0.15880008674187868,0.010554795221248794,0.14569457750724088,0.17190559597651647,0.4032139114913413,0.010747482716875827,0.3898691491304794,0.4165586738522032,9.227656777067882,5.3813037321171695,2.5458856694984267,15.909427884637337,0.884183644098842,0.06747731752182498,0.8003994882366277,0.9679677999610563,12.483671104756688,0.229866868445443,12.19825368982814,12.769088519685235,14.10424360244867,0.24088176274404327,13.80514938982553,14.403337815071811,9.048356814026068,0.2208126602043907,8.774181683502675,9.32253194454946,9.048356814026064,0.22081266020439033,8.774181683502672,9.322531944549457,11.628850873509702,0.24075785902049834,11.329910507679331,11.927791239340072,-0.007425014261372742,0.041946863850008884,-0.05950892494148381,0.044658896418738325,0.34377679908767744,0.014312346992006196,0.3260056730979034,0.3615479250774515,75,11.0541214626687,14.039205804507043,12.513424061486424,15.840470978236038,13.511944313703289,17.026025654978504,12.51140467614646,9.825656372094322,0.027733571389772393,0.221666328503047,1.8502830900904783,13.693684988133004
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,random_rowwise,random_forest,5,Random Forest,Core physics,Random row-wise,7.8124695157614115,0.2468349861864236,7.505983399916605,8.118955631606218,5.092342949735399,0.18097988681680097,4.867626739875985,5.317059159594813,11.870665836969208,0.49323361701648294,11.258235412016017,12.483096261922398,-0.1054727105068626,0.0993916668121016,-0.22888376490891327,0.017938343895188072,0.5111845623798378,0.04039607982949256,0.46102620438699154,0.5613429203726841,0.7160755464946646,0.026658121955976614,0.6829751162022031,0.7491759767871262,4.15770380514889,2.956015123844543,0.4873262477252731,7.828081362572508,0.9490594391260061,0.036285144962474494,0.9040054809564968,0.9941133972955154,8.128985836387372,0.28216404649824034,7.778632898263013,8.47933877451173,9.45768003150223,0.2849737962000299,9.103838328329196,9.811521734675264,2.989418341197879,0.09953716497835047,2.865826626960992,3.1130100554347657,2.9894183411978785,0.09953716497835045,2.8658266269609918,3.1130100554347653,5.004336529948751,0.361201487463253,4.555845646867981,5.452827413029521,0.812720823562209,0.027424361060689618,0.7786689817594095,0.8467726653650085,0.9099395167140297,0.01776405665526038,0.8878825271031409,0.9319965063249186,75,6.788570019422127,9.684175238219561,7.867017804693199,11.26217861147789,13.511944313703289,17.026025654978504,12.51140467614646,9.825656372094322,4.382418839759088,35.02739263253439,5.699474797941877,42.18101159698898
